Case_ID,Offender_Age,Offender_Gender,Offender_Race,Crime_Type,Crime_Location,Prior_Convictions,Risk_Score,Arrest_Made,Bail_Granted,Case_Outcome
C2795,32,Male,Hispanic,Cybercrime,West Alexandriahaven,8,1,Yes,No,Convicted
C2796,57,Other,Hispanic,Assault,Lake Donna,9,10,No,Yes,Acquitted
C2797,42,Female,Hispanic,Theft,Riverahaven,8,7,Yes,No,Acquitted
C2798,22,Male,Other,Cybercrime,Lake Zacharyfurt,6,2,Yes,No,Dismissed
C2799,28,Other,Other,Drug Offense,East Laurenbury,7,3,Yes,No,Acquitted
C2800,51,Female,Other,Vandalism,Leefurt,0,9,Yes,No,Convicted
C2801,41,Female,White,Fraud,Blevinsshire,4,9,Yes,Yes,Acquitted
C2802,32,Other,Black,Drug Offense,Dennisfort,1,2,No,No,Acquitted
C2803,55,Other,Hispanic,Vandalism,East Andrew,0,3,No,No,Convicted
C2804,25,Other,White,Assault,Angelaborough,2,9,Yes,No,Acquitted
C2805,22,Other,Hispanic,Theft,New Jennifermouth,6,1,No,Yes,Convicted
C2806,65,Other,White,Theft,South Keithstad,0,2,Yes,Yes,Acquitted
C2807,43,Male,Other,Vandalism,Staceyhaven,1,2,No,Yes,Convicted
C2808,35,Male,Hispanic,Drug Offense,Matthewsland,1,10,Yes,No,Plea Bargain
C2809,23,Female,Other,Fraud,Christinashire,3,3,No,Yes,Plea Bargain
C2810,54,Male,Hispanic,Assault,North Samuel,2,10,Yes,Yes,Dismissed
C2811,65,Male,Asian,Vandalism,Cervantesland,2,3,No,Yes,Acquitted
C2812,30,Male,White,Assault,Paulbury,9,10,Yes,No,Dismissed
C2813,45,Other,Asian,Theft,Port Johnstad,4,2,Yes,Yes,Convicted
C2814,22,Female,White,Cybercrime,South Patricktown,2,8,No,No,Plea Bargain
C2815,30,Female,Black,Cybercrime,North Tammy,6,8,Yes,Yes,Convicted
C2816,34,Female,Hispanic,Fraud,Robertfort,4,8,Yes,Yes,Dismissed
C2817,67,Female,Black,Assault,Lyonsville,3,2,No,No,Convicted
C2818,57,Male,Black,Vandalism,Amandaland,2,9,No,No,Convicted
C2819,62,Male,White,Fraud,Whitestad,3,7,Yes,No,Convicted
C2820,49,Other,Asian,Drug Offense,Gomezberg,1,5,Yes,Yes,Convicted
C2821,46,Female,Other,Cybercrime,Flemingmouth,0,7,Yes,No,Plea Bargain
C2822,68,Male,White,Vandalism,Port Mary,2,8,Yes,No,Convicted
C2823,20,Male,Other,Assault,Jamesburgh,1,9,No,Yes,Convicted
C2824,57,Other,Black,Fraud,Lake Robert,0,2,Yes,No,Plea Bargain
C2825,51,Other,Other,Vandalism,Harrisonbury,0,6,Yes,No,Convicted
C2826,57,Other,Asian,Fraud,East Edwardfurt,1,9,No,Yes,Convicted
C2827,44,Male,White,Fraud,North Christine,8,6,No,Yes,Dismissed
C2828,30,Male,Asian,Fraud,Jessicaland,4,2,Yes,Yes,Plea Bargain
C2829,62,Other,Asian,Assault,New Margaret,8,1,No,No,Acquitted
C2830,50,Female,White,Vandalism,East Seth,7,3,No,Yes,Convicted
C2831,23,Other,Asian,Theft,Bushfurt,5,5,No,No,Dismissed
C2832,41,Other,Hispanic,Theft,Lake Coreyberg,0,7,Yes,Yes,Plea Bargain
C2833,36,Other,Hispanic,Assault,North Meagan,9,10,Yes,Yes,Convicted
C2834,33,Other,Hispanic,Assault,Scottland,4,10,Yes,Yes,Acquitted
C2835,57,Male,Other,Cybercrime,Josephburgh,0,3,No,No,Convicted
C2836,45,Female,Asian,Fraud,East Collinview,6,9,Yes,No,Dismissed
C2837,50,Other,White,Vandalism,Angelicaview,9,10,Yes,No,Plea Bargain
C2838,65,Female,White,Vandalism,Davidview,7,4,Yes,No,Dismissed
C2839,58,Female,Other,Drug Offense,South Kylemouth,7,10,No,No,Plea Bargain
C2840,30,Female,White,Drug Offense,East Trevor,6,2,Yes,Yes,Acquitted
C2841,60,Other,Hispanic,Theft,Pricefort,1,3,Yes,Yes,Convicted
C2842,62,Male,Asian,Drug Offense,Reneehaven,4,5,Yes,Yes,Dismissed
C2843,42,Other,White,Drug Offense,North Tamaraview,3,3,Yes,Yes,Acquitted
C2844,59,Female,White,Theft,Port Davidborough,4,5,No,No,Acquitted
C2845,53,Female,Black,Cybercrime,Palmerbury,9,4,Yes,No,Convicted
C2846,44,Male,Black,Theft,North Bethanyshire,8,10,Yes,No,Dismissed
C2847,55,Other,Black,Drug Offense,Jimenezburgh,3,3,No,Yes,Convicted
C2848,24,Female,Asian,Vandalism,West Crystal,7,6,No,Yes,Convicted
C2849,22,Male,Hispanic,Drug Offense,Port Stevenchester,7,8,No,No,Plea Bargain
C2850,60,Female,Hispanic,Fraud,East Charles,1,4,No,Yes,Plea Bargain
C2851,62,Male,Hispanic,Fraud,Myersland,5,9,No,Yes,Convicted
C2852,68,Male,Asian,Fraud,Ambershire,4,6,Yes,No,Plea Bargain
C2853,48,Other,Asian,Cybercrime,Mossfurt,1,5,No,Yes,Dismissed
C2854,40,Female,Black,Assault,Parkerburgh,9,3,No,No,Plea Bargain
C2855,59,Other,White,Fraud,Scottshire,3,5,No,Yes,Acquitted
C2856,27,Female,Other,Vandalism,South Cherylberg,6,5,Yes,No,Convicted
C2857,49,Other,Other,Cybercrime,Gonzalezburgh,0,4,Yes,Yes,Convicted
C2858,60,Female,White,Assault,South Ashleystad,8,6,Yes,No,Dismissed
C2859,47,Other,Black,Assault,Lake Jennaview,9,3,No,No,Convicted
C2860,56,Male,White,Fraud,Davidsonside,0,10,Yes,Yes,Plea Bargain
C2861,48,Female,White,Drug Offense,West Donaldshire,4,1,No,Yes,Acquitted
C2862,35,Female,Other,Theft,Villanuevaton,6,7,No,No,Convicted
C2863,53,Male,Black,Drug Offense,Salinasfort,7,7,Yes,No,Plea Bargain
C2864,19,Other,Asian,Drug Offense,New Jennifer,1,4,Yes,No,Acquitted
C2865,31,Female,Other,Assault,Rickyborough,3,9,Yes,No,Convicted
C2866,30,Female,Asian,Assault,West Roberttown,1,2,No,No,Convicted
C2867,46,Other,Black,Cybercrime,New Tabithamouth,3,1,Yes,Yes,Convicted
C2868,29,Male,White,Cybercrime,West Nicole,5,3,Yes,Yes,Acquitted
C2869,56,Other,Hispanic,Assault,Wadeborough,5,7,Yes,Yes,Convicted
C2870,19,Other,Hispanic,Vandalism,Robertville,1,9,Yes,Yes,Convicted
C2871,49,Other,Black,Vandalism,Robinsontown,3,2,Yes,Yes,Plea Bargain
C2872,30,Female,Hispanic,Theft,North Mary,3,6,No,No,Plea Bargain
C2873,63,Male,Asian,Assault,Pottsland,0,3,No,Yes,Plea Bargain
C2874,44,Male,Hispanic,Fraud,Jonesland,1,5,Yes,Yes,Plea Bargain
C2875,66,Other,Black,Cybercrime,Port Ashleyfort,2,9,No,No,Convicted
C2876,58,Female,Black,Assault,West Rebekah,4,3,No,No,Acquitted
C2877,34,Other,Asian,Vandalism,Port Matthewmouth,7,1,No,Yes,Convicted
C2878,57,Female,Hispanic,Assault,Cohenville,5,5,Yes,Yes,Dismissed
C2879,48,Female,Hispanic,Vandalism,South Elizabeth,2,1,No,No,Acquitted
C2880,51,Female,White,Assault,Heidibury,5,8,Yes,Yes,Dismissed
C2881,41,Female,Other,Fraud,Mackhaven,6,7,No,No,Convicted
C2882,62,Male,Black,Theft,Boyleshire,5,2,Yes,Yes,Acquitted
C2883,52,Female,White,Fraud,South Elizabethburgh,9,9,No,Yes,Acquitted
C2884,65,Female,Black,Vandalism,North Alyssa,5,5,No,Yes,Plea Bargain
C2885,23,Other,White,Cybercrime,East Williamview,0,7,Yes,Yes,Convicted
C2886,36,Other,Other,Cybercrime,Krystalview,2,4,Yes,No,Dismissed
C2887,47,Male,White,Drug Offense,Morganmouth,6,1,No,No,Acquitted
C2888,24,Other,Black,Fraud,Morrisstad,3,8,Yes,Yes,Acquitted
C2889,27,Female,Hispanic,Assault,Davidstad,3,1,Yes,Yes,Plea Bargain
C2890,58,Other,Black,Theft,Brownshire,6,3,Yes,Yes,Acquitted
C2891,49,Male,Asian,Assault,Port Jeffery,8,6,Yes,Yes,Plea Bargain
C2892,51,Other,Asian,Assault,South Jessicamouth,1,8,No,No,Acquitted
C2893,45,Other,Asian,Fraud,New Steven,8,8,Yes,No,Acquitted
C2894,32,Male,Asian,Theft,New Kathleen,2,2,No,Yes,Convicted
C2895,47,Male,Other,Drug Offense,Littleshire,5,9,No,No,Acquitted
C2896,54,Female,Hispanic,Assault,Bradbury,3,4,Yes,No,Plea Bargain
C2897,46,Other,Hispanic,Theft,East Williammouth,0,4,Yes,Yes,Plea Bargain
C2898,39,Female,Black,Drug Offense,West Tammyland,8,2,Yes,Yes,Plea Bargain
C2899,21,Other,White,Assault,Lake Nicole,5,1,Yes,Yes,Dismissed
C2900,37,Other,Black,Theft,Port Elizabethberg,7,10,No,No,Acquitted
C2901,49,Female,Black,Fraud,East Justin,1,7,No,No,Convicted
C2902,53,Other,Black,Cybercrime,Douglaston,6,10,Yes,No,Convicted
C2903,67,Other,Black,Cybercrime,East Stephaniefurt,5,3,No,No,Dismissed
C2904,21,Other,Hispanic,Assault,North Nicole,1,4,Yes,Yes,Acquitted
C2905,44,Male,White,Assault,Hansenbury,1,9,No,Yes,Plea Bargain
C2906,34,Female,Black,Theft,Robertborough,3,6,No,Yes,Dismissed
C2907,29,Male,Hispanic,Cybercrime,West Kimberly,3,1,No,No,Dismissed
C2908,39,Female,Black,Assault,East Lindamouth,2,9,Yes,Yes,Plea Bargain
C2909,34,Female,Asian,Drug Offense,Mezaland,7,9,Yes,Yes,Dismissed
C2910,27,Other,Black,Assault,Paynefort,6,5,No,No,Dismissed
C2911,18,Female,Black,Cybercrime,North Christinehaven,1,8,Yes,Yes,Plea Bargain
C2912,39,Male,Other,Vandalism,Zacharyton,2,7,Yes,No,Acquitted
C2913,43,Male,Asian,Cybercrime,Beckerview,9,8,No,No,Convicted
C2914,35,Male,White,Drug Offense,Lake Jose,8,9,Yes,Yes,Convicted
C2915,67,Female,Black,Theft,New Jamie,4,2,Yes,Yes,Plea Bargain
C2916,31,Male,White,Drug Offense,New Thomasville,1,10,No,No,Plea Bargain
C2917,64,Female,Asian,Vandalism,West Ashleyview,2,5,No,Yes,Acquitted
C2918,46,Male,Black,Vandalism,West Lawrence,7,8,No,Yes,Dismissed
C2919,29,Male,Other,Assault,Shawntown,3,3,No,No,Acquitted
C2920,53,Female,Hispanic,Assault,New Seanport,1,6,Yes,Yes,Dismissed
C2921,52,Male,Other,Cybercrime,Port Darrell,1,6,Yes,No,Dismissed
C2922,69,Other,Other,Fraud,South James,5,7,No,No,Acquitted
C2923,29,Female,Hispanic,Drug Offense,Markmouth,7,3,No,No,Plea Bargain
C2924,24,Female,Hispanic,Cybercrime,Leslieland,6,8,Yes,No,Plea Bargain
C2925,46,Female,Hispanic,Fraud,Lake Kim,3,8,Yes,Yes,Acquitted
C2926,28,Other,Black,Cybercrime,New Justinbury,1,9,Yes,Yes,Dismissed
C2927,50,Female,White,Vandalism,New Garrettstad,8,8,No,Yes,Dismissed
C2928,23,Male,White,Assault,Mejiafort,3,3,No,No,Dismissed
C2929,64,Male,Hispanic,Assault,Josephtown,8,6,No,Yes,Dismissed
C2930,32,Male,Other,Cybercrime,Hollyton,4,9,No,No,Acquitted
C2931,49,Female,Asian,Assault,Townsendshire,6,1,Yes,No,Convicted
C2932,68,Male,Hispanic,Theft,Lake David,4,3,No,Yes,Plea Bargain
C2933,28,Female,Other,Cybercrime,Wilsonmouth,1,2,No,Yes,Plea Bargain
C2934,40,Male,Other,Vandalism,Staceybury,5,8,Yes,No,Convicted
C2935,43,Other,Black,Cybercrime,South Andrewfort,6,6,No,No,Dismissed
C2936,51,Other,Black,Cybercrime,Smithborough,5,10,Yes,No,Convicted
C2937,63,Other,White,Assault,Proctorfort,2,8,No,No,Convicted
C2938,51,Other,White,Vandalism,West Michael,9,2,Yes,Yes,Convicted
C2939,46,Female,Asian,Cybercrime,West Helen,7,6,Yes,Yes,Plea Bargain
C2940,21,Male,Asian,Assault,New Nichole,2,7,Yes,Yes,Plea Bargain
C2941,34,Other,Asian,Drug Offense,Barreramouth,4,8,No,No,Convicted
C2942,52,Female,Asian,Vandalism,New Amy,8,9,No,No,Convicted
C2943,30,Other,Other,Fraud,South Brian,4,5,No,Yes,Convicted
C2944,58,Other,Other,Theft,Lake Melodytown,6,3,No,Yes,Dismissed
C2945,56,Female,White,Fraud,Lucerofort,6,2,No,Yes,Dismissed
C2946,32,Female,Black,Vandalism,Jamesfurt,4,8,No,No,Dismissed
C2947,46,Male,Black,Cybercrime,Jamesport,1,1,Yes,No,Plea Bargain
C2948,46,Male,Hispanic,Assault,West Richardburgh,4,10,No,No,Acquitted
C2949,28,Other,Other,Vandalism,New Thomasfurt,6,6,No,Yes,Convicted
C2950,69,Other,Asian,Theft,Velasquezhaven,6,2,Yes,Yes,Convicted
C2951,49,Male,Asian,Vandalism,Onealville,3,3,Yes,Yes,Acquitted
C2952,19,Male,Hispanic,Assault,West Michelleberg,0,8,No,Yes,Convicted
C2953,64,Female,Black,Fraud,Davidchester,5,1,Yes,Yes,Dismissed
C2954,31,Male,Asian,Drug Offense,West Chris,2,6,No,Yes,Dismissed
C2955,37,Male,Black,Fraud,South Lisabury,4,3,Yes,No,Acquitted
C2956,39,Other,Hispanic,Assault,Woodston,3,6,No,Yes,Dismissed
C2957,28,Male,Black,Assault,East Jenniferton,1,3,Yes,Yes,Acquitted
C2958,44,Other,Black,Theft,West Frankborough,6,8,Yes,No,Dismissed
C2959,20,Male,Black,Vandalism,Yvonnechester,4,5,No,No,Convicted
C2960,34,Female,Asian,Vandalism,North Reneehaven,6,4,No,No,Plea Bargain
C2961,61,Male,White,Fraud,East Anna,8,9,Yes,No,Dismissed
C2962,45,Male,Other,Drug Offense,New Nathanshire,3,5,Yes,No,Acquitted
C2963,46,Male,Black,Drug Offense,South Christinebury,4,4,Yes,No,Plea Bargain
C2964,38,Other,Black,Theft,Port Daniel,8,8,Yes,Yes,Convicted
C2965,64,Female,Black,Assault,Dannyview,9,8,No,Yes,Plea Bargain
C2966,33,Male,White,Theft,North Richard,3,8,Yes,Yes,Acquitted
C2967,54,Other,Hispanic,Vandalism,Lake Lauren,4,4,Yes,Yes,Convicted
C2968,37,Female,Asian,Cybercrime,North Jason,4,1,No,No,Convicted
C2969,23,Other,White,Cybercrime,Buchananborough,7,2,No,No,Dismissed
C2970,36,Other,Black,Cybercrime,Savannahton,3,4,No,Yes,Plea Bargain
C2971,22,Female,White,Assault,Justinfort,3,10,No,No,Dismissed
C2972,20,Male,White,Theft,East Sharonside,6,2,No,No,Convicted
C2973,18,Other,White,Fraud,Thomasfurt,4,10,No,Yes,Dismissed
C2974,55,Other,Hispanic,Vandalism,New Rachelborough,5,3,Yes,Yes,Dismissed
C2975,32,Male,Other,Cybercrime,Sellersfort,5,9,Yes,Yes,Acquitted
C2976,51,Male,Asian,Drug Offense,New Caitlinville,5,9,Yes,Yes,Dismissed
C2977,52,Female,Hispanic,Theft,Hillport,9,9,No,Yes,Convicted
C2978,66,Female,Hispanic,Vandalism,East Cheryl,4,7,No,Yes,Dismissed
C2979,42,Female,Other,Vandalism,Youngview,4,4,Yes,Yes,Convicted
C2980,41,Male,Hispanic,Drug Offense,East Meghanport,8,1,Yes,Yes,Convicted
C2981,29,Other,White,Drug Offense,Greenmouth,7,3,No,No,Acquitted
C2982,35,Other,White,Drug Offense,Williamsborough,3,8,No,Yes,Convicted
C2983,32,Female,Black,Cybercrime,North Lisa,6,4,Yes,No,Convicted
C2984,61,Male,Hispanic,Cybercrime,Janemouth,7,10,Yes,Yes,Acquitted
C2985,33,Other,Black,Theft,New Kimberlychester,8,10,Yes,No,Convicted
C2986,44,Female,Asian,Drug Offense,Port Kristina,4,2,Yes,Yes,Acquitted
C2987,25,Other,White,Fraud,Diamondside,2,8,Yes,Yes,Plea Bargain
C2988,63,Other,Asian,Vandalism,Port Kimberly,3,7,No,Yes,Plea Bargain
C2989,42,Male,Other,Drug Offense,Jasonville,9,10,Yes,Yes,Plea Bargain
C2990,34,Male,White,Vandalism,New Renee,5,9,Yes,Yes,Convicted
C2991,46,Other,Asian,Assault,Conniehaven,9,2,No,No,Dismissed
C2992,25,Female,Other,Assault,East Nicole,4,5,Yes,Yes,Acquitted
C2993,32,Male,Asian,Drug Offense,West Lorimouth,8,6,No,Yes,Plea Bargain
C2994,44,Other,Other,Vandalism,Port Andrea,2,2,No,Yes,Acquitted
C2995,63,Male,Other,Assault,West Tamaraport,1,2,Yes,No,Plea Bargain
C2996,67,Male,White,Drug Offense,New Rachel,5,10,Yes,No,Plea Bargain
C2997,69,Male,Black,Vandalism,Tateton,6,4,No,No,Convicted
C2998,24,Other,Other,Drug Offense,New Ronaldburgh,4,8,No,No,Acquitted
C2999,20,Female,Other,Cybercrime,Obrienstad,0,5,No,No,Convicted
C3000,46,Female,White,Vandalism,New Sandy,2,9,Yes,No,Acquitted
C3001,61,Female,Black,Assault,Ronaldfurt,2,4,Yes,Yes,Acquitted
C3002,41,Male,Hispanic,Drug Offense,Sawyerstad,3,3,Yes,Yes,Dismissed
C3003,20,Other,Hispanic,Assault,Hallbury,9,10,Yes,Yes,Plea Bargain
C3004,37,Male,Black,Drug Offense,West Manuel,5,8,Yes,No,Convicted
C3005,63,Female,Asian,Theft,Rachelchester,4,1,No,Yes,Dismissed
C3006,32,Female,White,Assault,Melissachester,0,9,Yes,Yes,Acquitted
C3007,42,Other,Black,Assault,Simpsonport,5,4,Yes,No,Plea Bargain
C3008,47,Male,Hispanic,Fraud,Theresaville,8,9,No,Yes,Convicted
C3009,31,Female,Other,Cybercrime,Pottsborough,0,8,Yes,Yes,Dismissed
C3010,24,Other,Hispanic,Assault,Lake Andreaton,7,3,Yes,Yes,Acquitted
C3011,34,Male,Other,Vandalism,South Clifford,7,3,Yes,No,Dismissed
C3012,61,Male,White,Drug Offense,West Moniquefort,2,9,No,No,Acquitted
C3013,37,Female,Other,Theft,Mclaughlinchester,8,3,No,Yes,Acquitted
C3014,53,Female,Black,Vandalism,Port Sarahbury,7,4,Yes,Yes,Plea Bargain
C3015,26,Male,Other,Vandalism,Rodriguezburgh,2,9,Yes,No,Convicted
C3016,55,Male,Asian,Vandalism,East Michael,9,4,Yes,No,Plea Bargain
C3017,65,Female,Black,Vandalism,New David,4,3,No,No,Convicted
C3018,39,Male,White,Theft,Williamsville,2,7,No,No,Convicted
C3019,19,Female,Black,Fraud,Amberview,4,6,Yes,Yes,Acquitted
C3020,41,Male,Asian,Cybercrime,Jacquelinebury,8,1,Yes,No,Dismissed
C3021,25,Female,White,Assault,Theresaview,3,10,Yes,Yes,Convicted
C3022,28,Other,Hispanic,Vandalism,North Xavierport,5,8,Yes,No,Convicted
C3023,30,Female,Asian,Assault,East Michelleborough,2,1,No,Yes,Convicted
C3024,34,Female,White,Assault,West Michellestad,2,4,No,No,Convicted
C3025,25,Other,Other,Vandalism,Joshuamouth,4,6,Yes,No,Acquitted
C3026,38,Male,Black,Fraud,Timothybury,7,6,No,No,Plea Bargain
C3027,35,Other,White,Assault,Port Denise,7,7,No,Yes,Dismissed
C3028,47,Female,Black,Drug Offense,Lake Brandi,2,5,Yes,Yes,Acquitted
C3029,35,Male,Other,Assault,Tomview,7,5,Yes,Yes,Acquitted
C3030,63,Other,White,Cybercrime,Sandersfurt,7,4,Yes,Yes,Acquitted
C3031,64,Male,Hispanic,Vandalism,East Lesliemouth,2,6,Yes,No,Convicted
C3032,48,Male,Asian,Theft,Theresatown,9,7,No,No,Dismissed
C3033,55,Other,White,Assault,East Lisaberg,9,10,Yes,No,Acquitted
C3034,49,Male,Other,Fraud,East Sandrafurt,1,10,Yes,Yes,Acquitted
C3035,28,Other,White,Drug Offense,Tylershire,9,1,Yes,No,Acquitted
C3036,62,Female,Black,Drug Offense,Angelaport,1,9,Yes,No,Convicted
C3037,42,Male,White,Theft,North Cindy,8,8,No,No,Convicted
C3038,50,Female,Hispanic,Cybercrime,Claytonstad,6,7,Yes,Yes,Acquitted
C3039,55,Female,White,Theft,Angelaside,5,9,Yes,Yes,Convicted
C3040,58,Male,Asian,Cybercrime,North Marioside,6,3,No,No,Dismissed
C3041,25,Other,White,Assault,Georgeside,7,10,Yes,Yes,Convicted
C3042,28,Male,Black,Vandalism,Tinastad,0,4,Yes,Yes,Acquitted
C3043,39,Female,White,Fraud,Robertsville,7,7,Yes,No,Dismissed
C3044,68,Female,Hispanic,Drug Offense,North Michael,2,6,No,No,Convicted
C3045,41,Other,Other,Theft,New Patricia,2,2,Yes,Yes,Acquitted
C3046,58,Male,White,Fraud,Lake Kelly,5,2,Yes,Yes,Plea Bargain
C3047,34,Female,White,Cybercrime,South Dianafurt,3,10,Yes,No,Plea Bargain
C3048,29,Female,Asian,Vandalism,New Derekside,3,7,No,No,Dismissed
C3049,63,Female,Hispanic,Drug Offense,West Katelyn,3,9,Yes,No,Dismissed
C3050,49,Other,Other,Drug Offense,Cummingsbury,9,9,Yes,No,Dismissed
C3051,32,Female,Black,Cybercrime,Port Johnnyfort,8,7,Yes,No,Convicted
C3052,33,Female,White,Vandalism,North Kendrashire,7,8,No,No,Dismissed
C3053,39,Male,Other,Drug Offense,New Christina,2,10,No,No,Convicted
C3054,45,Male,Black,Vandalism,Rebeccaville,0,3,Yes,Yes,Acquitted
C3055,37,Female,Hispanic,Drug Offense,Katherinefort,0,1,Yes,Yes,Convicted
C3056,50,Female,Hispanic,Assault,New Michaeltown,0,7,No,No,Convicted
C3057,27,Male,Other,Cybercrime,Lake Martin,3,8,Yes,Yes,Acquitted
C3058,57,Other,Black,Vandalism,South Robertland,5,2,No,Yes,Plea Bargain
C3059,49,Other,Hispanic,Fraud,North Kurt,3,9,No,No,Convicted
C3060,67,Other,Other,Assault,Danielborough,2,4,No,No,Convicted
C3061,50,Other,Hispanic,Fraud,East Jennifer,7,10,Yes,No,Acquitted
C3062,19,Other,Hispanic,Cybercrime,New Aliciaborough,7,9,No,Yes,Dismissed
C3063,50,Other,Hispanic,Drug Offense,Kellystad,5,3,No,No,Acquitted
C3064,50,Other,Asian,Fraud,Abigailmouth,8,8,Yes,No,Plea Bargain
C3065,58,Other,Black,Assault,West Gabrielle,9,2,Yes,Yes,Dismissed
C3066,30,Male,Other,Vandalism,Nicolestad,0,3,Yes,No,Plea Bargain
C3067,47,Other,Other,Theft,Lake Matthew,7,1,No,Yes,Convicted
C3068,50,Other,Black,Fraud,New Brianport,5,5,No,Yes,Plea Bargain
C3069,30,Other,Black,Theft,Tracyfort,0,4,Yes,No,Plea Bargain
C3070,69,Female,Black,Cybercrime,Longmouth,3,1,No,No,Acquitted
C3071,43,Male,Black,Fraud,Rossmouth,4,10,Yes,No,Dismissed
C3072,39,Male,White,Fraud,North Timothyfurt,6,9,Yes,Yes,Convicted
C3073,56,Male,Other,Vandalism,North Lindaborough,7,6,Yes,No,Convicted
C3074,19,Other,White,Drug Offense,Jillfort,8,6,Yes,Yes,Convicted
C3075,55,Other,Hispanic,Assault,South Robert,5,2,Yes,No,Dismissed
C3076,56,Female,Hispanic,Assault,Leechester,9,7,No,No,Dismissed
C3077,43,Male,Other,Assault,Tracyside,8,9,No,No,Plea Bargain
C3078,63,Other,Hispanic,Cybercrime,Victorchester,3,6,Yes,No,Plea Bargain
C3079,67,Male,Black,Drug Offense,Victoriabury,7,8,No,Yes,Dismissed
C3080,32,Female,White,Theft,Johnville,2,5,No,No,Convicted
C3081,51,Female,Black,Assault,New Daniellehaven,3,2,Yes,No,Dismissed
C3082,59,Female,Hispanic,Theft,Bartonton,9,4,No,No,Acquitted
C3083,61,Male,White,Drug Offense,Loweburgh,3,1,No,No,Dismissed
C3084,66,Other,Black,Cybercrime,New Nicholaston,5,1,Yes,Yes,Dismissed
C3085,57,Other,Other,Drug Offense,South Jo,8,6,No,Yes,Convicted
C3086,28,Female,Black,Vandalism,East Roberta,5,2,No,No,Plea Bargain
C3087,20,Other,Hispanic,Assault,Garrisonfurt,0,6,No,Yes,Acquitted
C3088,23,Female,White,Cybercrime,Wolfemouth,4,1,No,No,Acquitted
C3089,26,Male,Other,Vandalism,New Renee,8,10,No,Yes,Acquitted
C3090,23,Female,White,Assault,East Jackson,4,3,Yes,No,Dismissed
C3091,26,Male,Other,Drug Offense,North Kayla,5,9,Yes,Yes,Convicted
C3092,56,Female,White,Drug Offense,East Trevormouth,2,2,Yes,Yes,Dismissed
C3093,48,Other,Hispanic,Fraud,Joanmouth,7,8,Yes,Yes,Plea Bargain
C3094,49,Other,Other,Fraud,Lake Lisamouth,9,6,Yes,Yes,Convicted
C3095,58,Female,Asian,Drug Offense,Port Sandra,3,6,No,Yes,Acquitted
C3096,67,Other,White,Drug Offense,South Davidtown,3,7,No,No,Dismissed
C3097,29,Other,White,Theft,Penaburgh,4,5,Yes,Yes,Convicted
C3098,25,Other,Black,Theft,Port Donald,9,4,Yes,No,Dismissed
C3099,25,Male,Other,Vandalism,Rodneyhaven,8,6,Yes,No,Convicted
C3100,67,Other,Asian,Fraud,Rodriguezmouth,7,8,No,No,Acquitted
C3101,45,Male,Hispanic,Fraud,North David,6,4,No,No,Plea Bargain
C3102,37,Female,Black,Drug Offense,Port John,4,5,No,No,Plea Bargain
C3103,64,Other,Asian,Drug Offense,Lesliemouth,8,7,No,No,Dismissed
C3104,24,Other,Other,Vandalism,East Matthewfort,8,6,No,No,Acquitted
C3105,28,Other,Asian,Cybercrime,West Susanmouth,9,4,No,No,Dismissed
C3106,37,Female,White,Cybercrime,Lake Robertland,9,4,Yes,No,Dismissed
C3107,33,Male,White,Cybercrime,Port Robert,1,10,No,No,Convicted
C3108,21,Male,Black,Fraud,Williambury,3,4,Yes,No,Convicted
C3109,23,Other,Other,Theft,Kruegerfort,7,1,Yes,Yes,Convicted
C3110,39,Female,Other,Cybercrime,New Nicoleside,0,5,No,No,Acquitted
C3111,43,Female,Asian,Assault,South Robertland,4,8,No,No,Acquitted
C3112,20,Female,Black,Vandalism,Williamsstad,7,7,No,No,Dismissed
C3113,58,Female,Other,Cybercrime,East Ninaside,1,5,No,Yes,Convicted
C3114,59,Female,White,Assault,Port Daniel,1,3,No,Yes,Acquitted
C3115,31,Male,Asian,Cybercrime,South Christineville,7,1,No,No,Dismissed
C3116,28,Male,Hispanic,Theft,East Margaretton,9,7,No,Yes,Acquitted
C3117,35,Male,White,Theft,Walterport,8,3,No,Yes,Dismissed
C3118,29,Other,Black,Cybercrime,Lake Diana,6,4,Yes,No,Plea Bargain
C3119,40,Female,Other,Assault,Lake Amystad,7,5,Yes,No,Convicted
C3120,29,Other,White,Vandalism,New Rickychester,4,8,No,Yes,Plea Bargain
C3121,30,Female,Hispanic,Assault,West Amandabury,0,7,Yes,Yes,Dismissed
C3122,42,Male,Hispanic,Vandalism,Murphyhaven,3,9,No,No,Dismissed
C3123,62,Other,Black,Cybercrime,Lake Davidfurt,1,3,Yes,No,Convicted
C3124,68,Male,White,Vandalism,Port Maryshire,2,10,Yes,No,Convicted
C3125,36,Female,Asian,Drug Offense,East Amymouth,2,1,No,No,Dismissed
C3126,63,Female,White,Fraud,Rebekahside,8,1,No,No,Acquitted
C3127,53,Female,Hispanic,Fraud,New Ericchester,9,10,No,No,Convicted
C3128,62,Male,Black,Theft,Mercedesfurt,3,1,Yes,Yes,Dismissed
C3129,25,Female,Black,Drug Offense,Josephmouth,1,2,Yes,No,Convicted
C3130,46,Male,Asian,Fraud,Jamestown,2,2,No,No,Convicted
C3131,49,Other,Black,Cybercrime,Gonzalesfurt,2,7,Yes,Yes,Plea Bargain
C3132,68,Female,Black,Vandalism,North Rachelfort,6,9,No,No,Plea Bargain
